0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,label
-670.1954345703125,65.06385040283203,0.8889541029930115,14.715978622436523,9.182164192199707,0.6605749130249023,-3.8468360900878906,-3.5839459896087646,-12.959006309509277,-3.300132989883423,0.910779595375061,-3.5970356464385986,2.3762741088867188,-4.388941287994385,0.545080304145813,0.8918516635894775,-4.802590847015381,-2.1054139137268066,-1.605968952178955,-1.0523903369903564,-7.0672807693481445,-0.6230608820915222,-2.728029727935791,-5.307361125946045,-1.9691165685653687,-0.9461528658866882,-5.721110820770264,0.3329910933971405,-2.5438454151153564,0.18220846354961395,-2.351097583770752,-2.5047268867492676,-3.1515069007873535,-2.190899133682251,-3.801759719848633,-1.8130877017974854,-1.2612223625183105,-2.1449544429779053,-4.152173042297363,-1.7796154022216797,0.5705726146697998,0.3501097623966942,3175.6755290330434,neutral
-660.2303466796875,63.3258171081543,-2.6304571628570557,17.983354568481445,9.407703399658203,-0.9814980626106262,-2.324697256088257,-6.848031520843506,-14.13366985321045,-2.2003321647644043,0.48575451970100403,-3.589714765548706,0.7036762237548828,-4.2963762283325195,-0.5792639255523682,0.1683523952960968,-5.556930065155029,-1.375435709953308,-2.431205987930298,0.3996350169181824,-6.519147872924805,-1.1592472791671753,-2.423798084259033,-5.653184413909912,-0.8786645531654358,-2.0320818424224854,-5.72137975692749,1.300426959991455,-2.8386805057525635,0.058384887874126434,-1.786413550376892,-3.1133720874786377,-2.5567517280578613,-2.935112237930298,-3.6549623012542725,-0.988048255443573,-1.4998252391815186,-3.6171255111694336,-3.7516934871673584,-2.7309138774871826,0.541966438293457,0.3310665967987805,3036.652840163263,neutral
-661.9644775390625,66.65586853027344,-0.9321577548980713,14.899042129516602,5.324702739715576,0.4743427336215973,-3.346651315689087,-7.102524757385254,-12.87340259552002,-5.08837890625,0.0013453721767291427,-3.9642319679260254,1.5700024366378784,-4.519394874572754,-2.7574660778045654,0.7277307510375977,-6.12537956237793,-3.9633679389953613,-0.18352365493774414,-0.12927581369876862,-6.4628143310546875,-1.356646180152893,-2.4518978595733643,-4.021230697631836,-1.6523414850234985,-0.5191879272460938,-5.061178207397461,-0.4772094190120697,-2.663909435272217,-0.4519190192222595,-2.264492988586426,-2.6436500549316406,-2.9371674060821533,-2.3616480827331543,-3.345104217529297,-2.4260594844818115,-1.4600125551223755,-3.2813096046447754,-4.208613395690918,-2.726205587387085,0.556681215763092,0.3577392578125,3027.3032046309354,neutral
-657.7223510742188,65.03518676757812,3.148672103881836,15.666510581970215,7.582657337188721,2.628087282180786,-1.8500685691833496,-7.477578639984131,-11.976264953613281,-4.458463191986084,0.4743819236755371,-2.4187021255493164,0.20188099145889282,-4.021397113800049,-2.424710988998413,1.2347196340560913,-5.734745025634766,-2.675138235092163,-0.2163684070110321,-0.6267834901809692,-5.7387566566467285,-2.335644483566284,-1.8039047718048096,-3.313230276107788,-2.4136571884155273,-1.287895679473877,-5.5550336837768555,-0.6311901807785034,-2.7793753147125244,0.6800429224967957,-2.918577194213867,-2.849611759185791,-3.591487169265747,-3.104015827178955,-3.495706558227539,-1.6284109354019165,-1.3048778772354126,-3.0327937602996826,-3.973964214324951,-3.86177921295166,0.565743625164032,0.33942764945652176,3000.1127838368843,neutral
-694.57958984375,72.5317153930664,3.1045615673065186,17.112117767333984,9.077339172363281,1.836256504058838,-4.1460862159729,-4.7971510887146,-11.76412296295166,-5.925480365753174,0.9203600287437439,-3.9493069648742676,0.5134983658790588,-4.0536041259765625,-0.6203257441520691,1.7735198736190796,-6.541516304016113,-0.9221461415290833,-1.476251482963562,-1.937576413154602,-5.562553405761719,-1.5466841459274292,-3.2701268196105957,-5.089290618896484,-2.0948455333709717,-1.4452754259109497,-5.671079635620117,1.5286288261413574,-3.6010968685150146,0.5721104741096497,-2.5071299076080322,-1.40587317943573,-2.2903456687927246,-2.879143476486206,-2.069092273712158,-0.5444641709327698,-2.0738165378570557,-2.080611228942871,-4.573940753936768,-3.246941328048706,0.5242317318916321,0.3127216045673077,2947.375621806034,calm
-676.0234375,80.26262664794922,2.5032033920288086,13.308866500854492,11.569082260131836,1.1933577060699463,-5.36598539352417,-5.692615032196045,-9.998197555541992,-5.729334354400635,1.9533231258392334,-2.931729793548584,-0.2783358097076416,-4.232110977172852,-2.0333168506622314,1.1834759712219238,-5.973000526428223,-2.6199800968170166,-1.0506547689437866,-1.7569706439971924,-5.5581817626953125,-2.1492960453033447,-3.129877805709839,-5.115853309631348,-2.58255672454834,-1.6264859437942505,-5.361410617828369,0.3847886919975281,-3.4677882194519043,0.3235420286655426,-4.073998928070068,-2.7750332355499268,-4.051667213439941,-4.126582145690918,-4.494488716125488,-1.440059781074524,-2.525703191757202,-3.6805167198181152,-5.154535293579102,-4.825570106506348,0.5561676621437073,0.2789475661057692,2813.5488473495193,calm
-666.6185302734375,75.51371765136719,0.7542206048965454,15.570237159729004,6.638893127441406,3.1286890506744385,-1.8389338254928589,-5.840416431427002,-10.310458183288574,-5.5001115798950195,2.0212364196777344,-2.07621169090271,1.4491689205169678,-5.423928260803223,1.5644326210021973,-0.05036081001162529,-7.4645843505859375,-3.1895036697387695,-0.20267991721630096,-2.1165666580200195,-6.964725017547607,-1.7746926546096802,-2.723618984222412,-3.8337159156799316,-2.77186918258667,-1.2965731620788574,-6.349637985229492,0.9910259246826172,-4.507697105407715,-0.20283174514770508,-3.7652101516723633,-2.019078254699707,-2.994103193283081,-3.6608636379241943,-4.8829851150512695,-2.3269710540771484,-2.52565598487854,-2.6970362663269043,-5.524480819702148,-3.4006547927856445,0.5244048237800598,0.3287747896634615,2968.487705859893,calm
-667.1171264648438,79.26519012451172,0.21456468105316162,14.969450950622559,8.73884391784668,1.614774227142334,-1.5327643156051636,-7.318047523498535,-9.807106018066406,-5.784626007080078,0.6266260147094727,-2.450075626373291,1.2911065816879272,-4.7250261306762695,0.2591518759727478,0.99324631690979,-6.755944728851318,-2.5282089710235596,-0.913952112197876,-1.517452359199524,-7.6917266845703125,-1.953815221786499,-2.9422507286071777,-2.597900390625,-3.1744000911712646,-0.9015694856643677,-5.173778533935547,0.15214334428310394,-4.564284324645996,-0.10875305533409119,-4.197776794433594,-2.1417784690856934,-2.6588339805603027,-3.096151828765869,-4.124150276184082,-2.1030492782592773,-1.4097143411636353,-2.7554287910461426,-4.043262481689453,-3.9080100059509277,0.5229253172874451,0.34290313720703125,2893.719443308523,calm
-687.393798828125,86.30303192138672,4.9101667404174805,16.588546752929688,11.20629596710205,2.0070600509643555,-4.878830909729004,-3.813345193862915,-7.948537826538086,-5.7055463790893555,2.2010862827301025,-0.16574504971504211,-0.3443661034107208,-4.777061462402344,0.16891822218894958,0.4959539473056793,-2.458695650100708,-3.2821569442749023,-0.5189235806465149,1.2123774290084839,-8.704743385314941,-0.00551182683557272,-3.34246826171875,-4.8832526206970215,-2.3363046646118164,-1.0039863586425781,-4.046401023864746,1.1709554195404053,-3.9957613945007324,0.20260511338710785,-4.313591003417969,-3.552966356277466,-4.675296783447266,-2.6140012741088867,-6.578097343444824,0.570044755935669,-3.575355291366577,-3.031050682067871,-5.966482162475586,-3.976595401763916,0.5449528694152832,0.2549015925480769,2738.478968071623,calm
-632.4493408203125,89.40560150146484,-0.7624834775924683,15.570318222045898,9.038040161132812,0.536482572555542,-6.24000358581543,-8.146270751953125,-10.773650169372559,-6.593976020812988,3.489903688430786,-2.0718486309051514,-1.5570123195648193,-6.293863773345947,-0.25939953327178955,-1.298500657081604,-5.469111442565918,-3.05678129196167,-1.1076867580413818,-0.4479741156101227,-8.64246940612793,0.058578137308359146,-2.918598175048828,-4.896618843078613,-3.228677749633789,-2.0899035930633545,-6.126999855041504,0.17608721554279327,-3.6520659923553467,-0.9486784934997559,-5.332226753234863,-3.2980518341064453,-5.71232795715332,-3.8766250610351562,-7.052361488342285,-1.5666844844818115,-2.775460720062256,-3.027172327041626,-5.990307331085205,-4.581634044647217,0.49264368414878845,0.24630784254807692,2560.456533803824,calm
